Percent unemployed,Vehicles per household,Median income,Houshold Density,Daytime population density,Percent below poverty level,Residential area,Commercial/Industrial area,Other area,Undeveloped area,Developed open area,Developed low intensity,Developed medium intensity,Developed high intensity,Building Count Commercial/Industrial/MU,Building Count Other,Building Count Residential,Median Contract Rent,Median Gross Rent,Ridership
5.8,1.1,32117,1310,20452,28.43,53104.53072,248749.6774,64819.26406,375300,65700,230400,664200,669600,77,1,0,0,0,0
5.8,1.1,32117,1310,20452,28.43,53104.53072,248749.6774,64819.26406,375300,65700,230400,664200,669600,,,,,,0
5.8,1.1,32117,1310,20452,28.43,53104.53072,248749.6774,64819.26406,375300,65700,230400,664200,669600,,,,,,0
5.8,1.1,32117,1310,20452,28.43,53104.53072,248749.6774,64819.26406,375300,65700,230400,664200,669600,,,,,,0
5.8,1.1,32117,1310,20452,28.43,53104.53072,248749.6774,64819.26406,375300,65700,230400,664200,669600,,,,,,0
5.8,1.1,32117,1310,20452,28.43,53104.53072,248749.6774,64819.26406,375300,65700,230400,664200,669600,,,,,,0
6.2,1.1,31486,1115,16419,28.34,58317.48575,245666.2652,20542.72889,470700,126000,296100,650700,470700,,,,,,0
6.2,1.1,31486,1115,16419,28.34,58317.48575,245666.2652,20542.72889,470700,126000,296100,650700,470700,,,,,,0
6.2,1.1,31486,1115,16419,28.34,58317.48575,245666.2652,20542.72889,470700,126000,296100,650700,470700,,,,,,0
6.2,1.1,31486,1115,16419,28.34,58317.48575,245666.2652,20542.72889,470700,126000,296100,650700,470700,,,,,,0
6.2,1.1,31486,1115,16419,28.34,58317.48575,245666.2652,20542.72889,470700,126000,296100,650700,470700,,,,,,0
6.2,1.1,31486,1115,16419,28.34,58317.48575,245666.2652,20542.72889,470700,126000,296100,650700,470700,,,,,,0
6.2,1.1,31486,1115,16419,28.34,58317.48575,245666.2652,20542.72889,470700,126000,296100,650700,470700,,,,,,0
6.2,1.1,31486,1115,16419,28.34,58317.48575,245666.2652,20542.72889,470700,126000,296100,650700,470700,,,,,,0
6.2,1.1,31486,1115,16419,28.34,58317.48575,245666.2652,20542.72889,470700,126000,296100,650700,470700,,,,,,0
6.2,1.1,31486,1115,16419,28.34,58317.48575,245666.2652,20542.72889,470700,126000,296100,650700,470700,,,,,,0
6.2,1.1,31486,1115,16419,28.34,58317.48575,245666.2652,20542.72889,470700,126000,296100,650700,470700,,,,,,0
6.2,1.1,31486,1115,16419,28.34,58317.48575,245666.2652,20542.72889,470700,126000,296100,650700,470700,,,,,,0
6.2,1.1,31486,1115,16419,28.34,58317.48575,245666.2652,20542.72889,470700,126000,296100,650700,470700,,,,,,0
6.2,1.1,31486,1115,16419,28.34,58317.48575,245666.2652,20542.72889,470700,126000,296100,650700,470700,,,,,,0
5.2,1.4,27352,1662,3415,28.33,207275.8536,166241.533,8248.482041,12600,136800,998100,632700,231300,,,,,,0
8.1,1.4,29696,726,1303,28.3,91861.96061,41503.48006,3307.214177,722700,627300,468000,169200,27000,,,,,,0
8.1,1.4,29696,726,1303,28.3,91861.96061,41503.48006,3307.214177,722700,627300,468000,169200,27000,,,,,,0
8.2,1.4,28058,802,20191,28.3,74124.47572,226683.2775,32672.12682,2700,121500,528300,800100,553500,,,,,,1
8.2,1.4,28058,802,20191,28.3,74124.47572,226683.2775,32672.12682,2700,121500,528300,800100,553500,,,,,,1
8.1,1.4,29696,726,1303,28.3,91861.96061,41503.48006,3307.214177,722700,627300,468000,169200,27000,,,,,,0
5.9,1.1,31906,1034,17189,28.29,59734.09769,249866.1718,37278.34395,481500,110700,257400,599400,565200,,,,,,0
5.9,1.1,31906,1034,17189,28.29,59734.09769,249866.1718,37278.34395,481500,110700,257400,599400,565200,,,,,,0
5.9,1.1,31906,1034,17189,28.29,59734.09769,249866.1718,37278.34395,481500,110700,257400,599400,565200,,,,,,0
5.9,1.1,31906,1034,17189,28.29,59734.09769,249866.1718,37278.34395,481500,110700,257400,599400,565200,,,,,,0
5.9,1.1,31906,1034,17189,28.29,59734.09769,249866.1718,37278.34395,481500,110700,257400,599400,565200,,,,,,2
5.9,1.1,31906,1034,17189,28.29,59734.09769,249866.1718,37278.34395,481500,110700,257400,599400,565200,,,,,,0
5.9,1.1,31906,1034,17189,28.29,59734.09769,249866.1718,37278.34395,481500,110700,257400,599400,565200,,,,,,0
5.9,1.1,31906,1034,17189,28.29,59734.09769,249866.1718,37278.34395,481500,110700,257400,599400,565200,,,,,,0
5.9,1.1,31906,1034,17189,28.29,59734.09769,249866.1718,37278.34395,481500,110700,257400,599400,565200,,,,,,0
5.9,1.1,31906,1034,17189,28.29,59734.09769,249866.1718,37278.34395,481500,110700,257400,599400,565200,,,,,,0
5.9,1.1,31906,1034,17189,28.29,59734.09769,249866.1718,37278.34395,481500,110700,257400,599400,565200,,,,,,0
5.9,1.1,31906,1034,17189,28.29,59734.09769,249866.1718,37278.34395,481500,110700,257400,599400,565200,,,,,,0
5.9,1.1,31906,1034,17189,28.29,59734.09769,249866.1718,37278.34395,481500,110700,257400,599400,565200,,,,,,0
5.9,1.1,31906,1034,17189,28.29,59734.09769,249866.1718,37278.34395,481500,110700,257400,599400,565200,,,,,,0
8.1,1.4,29790,672,1164,28.28,87559.281,34751.92336,3163.273765,765900,668700,418500,140400,18000,,,,,,0
8.1,1.4,29790,672,1164,28.28,87559.281,34751.92336,3163.273765,765900,668700,418500,140400,18000,,,,,,0
7.8,1.6,29251,896,2171,28.28,80774.70904,70183.23367,15074.19494,41400,181800,555300,279900,174600,,,,,,0
8.1,1.4,29790,672,1164,28.28,87559.281,34751.92336,3163.273765,765900,668700,418500,140400,18000,,,,,,0
5.9,1.1,32042,1205,19481,28.25,54829.13153,257184.0301,64819.26406,399600,72000,214200,649800,670500,,,,,,0
5.9,1.1,32042,1205,19481,28.25,54829.13153,257184.0301,64819.26406,399600,72000,214200,649800,670500,,,,,,0
5.9,1.1,32042,1205,19481,28.25,54829.13153,257184.0301,64819.26406,399600,72000,214200,649800,670500,,,,,,0
5.9,1.1,32042,1205,19481,28.25,54829.13153,257184.0301,64819.26406,399600,72000,214200,649800,670500,,,,,,0
5.9,1.1,32042,1205,19481,28.25,54829.13153,257184.0301,64819.26406,399600,72000,214200,649800,670500,,,,,,0
5.9,1.1,32042,1205,19481,28.25,54829.13153,257184.0301,64819.26406,399600,72000,214200,649800,670500,,,,,,0
5.9,1.1,32042,1205,19481,28.25,54829.13153,257184.0301,64819.26406,399600,72000,214200,649800,670500,,,,,,0
5.9,1.1,32042,1205,19481,28.25,54829.13153,257184.0301,64819.26406,399600,72000,214200,649800,670500,,,,,,0
5.9,1.1,32042,1205,19481,28.25,54829.13153,257184.0301,64819.26406,399600,72000,214200,649800,670500,,,,,,0
5.9,1.1,32042,1205,19481,28.25,54829.13153,257184.0301,64819.26406,399600,72000,214200,649800,670500,,,,,,0
5.9,1.1,32042,1205,19481,28.25,54829.13153,257184.0301,64819.26406,399600,72000,214200,649800,670500,,,,,,0
5.9,1.1,32042,1205,19481,28.25,54829.13153,257184.0301,64819.26406,399600,72000,214200,649800,670500,,,,,,0
5.9,1.1,32042,1205,19481,28.25,54829.13153,257184.0301,64819.26406,399600,72000,214200,649800,670500,,,,,,0
5.9,1.1,32042,1205,19481,28.25,54829.13153,257184.0301,64819.26406,399600,72000,214200,649800,670500,,,,,,0
5,0,27912,931,9133,28.17,60165.19338,412909.9028,20826.0114,8100,16200,315000,666000,1002600,,,,,,0
7.8,1.6,29340,894,2125,28.16,79224.27635,59949.18726,15074.19494,56700,179100,515700,222300,159300,,,,,,0
7.8,1.6,29340,894,2125,28.16,79224.27635,59949.18726,15074.19494,56700,179100,515700,222300,159300,,,,,,0
6.3,1.2,30718,941,16608,28.12,60278.3665,247480.7361,20542.72889,450900,124200,298800,657000,474300,,,,,,0
5.2,1.4,27556,1694,3485,28.03,212706.6754,155078.2239,8861.968429,10800,141300,999900,626400,228600,,,,,,0
10.9,1.1,27357,1514,7435,28.03,133245.9983,133638.4261,2588.523278,293400,494100,688500,397800,134100,,,,,,0
5.2,0,31819,1251,16602,28.02,76837.61234,452266.9567,56122.55929,5400,9000,172800,607500,1217700,,,,,,0
5.5,1,32441,1190,21187,28.02,51843.29957,211628.7817,68114.99404,487800,112500,269100,579600,557100,,,,,,0
5.2,0,31819,1251,16602,28.02,76837.61234,452266.9567,56122.55929,5400,9000,172800,607500,1217700,,,,,,0
5.5,1,32441,1190,21187,28.02,51843.29957,211628.7817,68114.99404,487800,112500,269100,579600,557100,,,,,,0
5.2,0,31819,1251,16602,28.02,76837.61234,452266.9567,56122.55929,5400,9000,172800,607500,1217700,,,,,,0
5.5,1,32441,1190,21187,28.02,51843.29957,211628.7817,68114.99404,487800,112500,269100,579600,557100,,,,,,0
5.5,1,32441,1190,21187,28.02,51843.29957,211628.7817,68114.99404,487800,112500,269100,579600,557100,,,,,,0
5.5,1,32441,1190,21187,28.02,51843.29957,211628.7817,68114.99404,487800,112500,269100,579600,557100,,,,,,0
5.5,1,32441,1190,21187,28.02,51843.29957,211628.7817,68114.99404,487800,112500,269100,579600,557100,,,,,,0
5.5,1,32441,1190,21187,28.02,51843.29957,211628.7817,68114.99404,487800,112500,269100,579600,557100,,,,,,0
5.5,1,32441,1190,21187,28.02,51843.29957,211628.7817,68114.99404,487800,112500,269100,579600,557100,,,,,,0
5.5,1,32441,1190,21187,28.02,51843.29957,211628.7817,68114.99404,487800,112500,269100,579600,557100,,,,,,0
5.5,1,32441,1190,21187,28.02,51843.29957,211628.7817,68114.99404,487800,112500,269100,579600,557100,,,,,,0
5.5,1,32441,1190,21187,28.02,51843.29957,211628.7817,68114.99404,487800,112500,269100,579600,557100,,,,,,0
5.5,1,32441,1190,21187,28.02,51843.29957,211628.7817,68114.99404,487800,112500,269100,579600,557100,,,,,,0
5.5,1,32441,1190,21187,28.02,51843.29957,211628.7817,68114.99404,487800,112500,269100,579600,557100,,,,,,0
5,1,32461,1207,21440,28.02,45107.08875,232987.0442,64275.33725,464400,108000,284400,580500,567000,,,,,,0
5.2,0,31819,1251,16602,28.02,76837.61234,452266.9567,56122.55929,5400,9000,172800,607500,1217700,,,,,,0
5.5,1,32441,1190,21187,28.02,51843.29957,211628.7817,68114.99404,487800,112500,269100,579600,557100,,,,,,0
5.5,1,32441,1190,21187,28.02,51843.29957,211628.7817,68114.99404,487800,112500,269100,579600,557100,,,,,,0
5.5,1,32441,1190,21187,28.02,51843.29957,211628.7817,68114.99404,487800,112500,269100,579600,557100,,,,,,0
5.2,0,31819,1251,16602,28.02,76837.61234,452266.9567,56122.55929,5400,9000,172800,607500,1217700,,,,,,0
5.2,0,31819,1251,16602,28.02,76837.61234,452266.9567,56122.55929,5400,9000,172800,607500,1217700,,,,,,0
5.2,0,31819,1251,16602,28.02,76837.61234,452266.9567,56122.55929,5400,9000,172800,607500,1217700,,,,,,0
6.7,1.4,29727,1234,22790,28.01,88160.84014,289334.9861,6584.253436,240300,114300,456300,738000,464400,,,,,,1
6,1.4,30894,883,2556,27.99,103067.1405,127465.2589,26141.55794,0,470700,607500,623700,309600,,,,,,0
6.7,1.5,29220,1195,22107,27.94,100055.5947,279668.4428,3921.617626,175500,123300,513000,806400,398700,,,,,,0
6.7,1.5,29220,1195,22107,27.94,100055.5947,279668.4428,3921.617626,175500,123300,513000,806400,398700,,,,,,0
6.7,1.5,29220,1195,22107,27.94,100055.5947,279668.4428,3921.617626,175500,123300,513000,806400,398700,,,,,,0
9,1.4,27134,630,19375,27.92,62875.84828,221807.6967,58244.69384,14400,120600,506700,732600,635400,,,,,,0
6.4,1.2,30413,868,12609,27.92,49603.31143,227529.0499,21106.15926,460800,129600,342900,676800,403200,,,,,,0
9,1.4,27134,630,19375,27.92,62875.84828,221807.6967,58244.69384,14400,120600,506700,732600,635400,,,,,,0
6.4,1.2,30413,868,12609,27.92,49603.31143,227529.0499,21106.15926,460800,129600,342900,676800,403200,,,,,,0
6.4,1.2,30413,868,12609,27.92,49603.31143,227529.0499,21106.15926,460800,129600,342900,676800,403200,,,,,,0
9,1.4,27134,630,19366,27.92,63910.23169,224648.9567,58244.69384,14400,119700,510300,729900,636300,,,,,,0
9,1.4,27134,630,19375,27.92,62875.84828,221807.6967,58244.69384,14400,120600,506700,732600,635400,,,,,,0
6.4,1.2,30413,868,12609,27.92,49603.31143,227529.0499,21106.15926,460800,129600,342900,676800,403200,,,,,,0
9,1.4,27134,630,19366,27.92,63910.23169,224648.9567,58244.69384,14400,119700,510300,729900,636300,,,,,,0
9,1.4,27134,630,19366,27.92,63910.23169,224648.9567,58244.69384,14400,119700,510300,729900,636300,,,,,,0
5,1,32461,1206,20846,27.92,44967.89836,231053.49,63932.84611,475200,115200,290700,573300,557100,,,,,,1
4.7,1,32971,1162,20495,27.92,41314.78579,209478.2803,62205.15499,524700,150300,292500,545400,496800,,,,,,1
7.3,1.3,27419,896,3829,27.86,173975.9148,107763.5413,3899.952696,90000,489600,765000,526500,136800,,,,,,0
7.3,1.3,27419,896,3829,27.86,173975.9148,107763.5413,3899.952696,90000,489600,765000,526500,136800,,,,,,0
4.7,0,30395,1113,11047,27.76,58587.96756,401909.2203,28287.19142,4500,10800,247500,632700,1108800,,,,,,0
4.7,0,30382,1114,11120,27.76,56994.31526,412943.1494,30702.9347,4500,7200,225000,631800,1136700,,,,,,0
5.3,1.6,35836,438,623,27.75,71901.0199,2969.402459,311.6124649,1121400,611100,277200,5400,0,,,,,,0
6,1.1,32027,1004,14734,27.72,43390.80724,223166.1795,32865.83398,585900,116100,273600,591300,440100,,,,,,0
6,1.1,32027,1004,14734,27.72,43390.80724,223166.1795,32865.83398,585900,116100,273600,591300,440100,,,,,,0
6,1.1,32027,1004,14734,27.72,43390.80724,223166.1795,32865.83398,585900,116100,273600,591300,440100,,,,,,0
6,1.1,32027,1004,14734,27.72,43390.80724,223166.1795,32865.83398,585900,116100,273600,591300,440100,,,,,,0
6,1.1,32027,1004,14734,27.72,43390.80724,223166.1795,32865.83398,585900,116100,273600,591300,440100,,,,,,0
6,1.1,32027,1004,14734,27.72,43390.80724,223166.1795,32865.83398,585900,116100,273600,591300,440100,,,,,,0
6,1.1,32027,1004,14734,27.72,43390.80724,223166.1795,32865.83398,585900,116100,273600,591300,440100,,,,,,0
6,1.1,32027,1004,14734,27.72,43390.80724,223166.1795,32865.83398,585900,116100,273600,591300,440100,,,,,,0
6,1.1,32027,1004,14734,27.72,43390.80724,223166.1795,32865.83398,585900,116100,273600,591300,440100,,,,,,0
6,1.1,32027,1004,14734,27.72,43390.80724,223166.1795,32865.83398,585900,116100,273600,591300,440100,,,,,,0
6,1.1,32027,1004,14734,27.72,43390.80724,223166.1795,32865.83398,585900,116100,273600,591300,440100,,,,,,0
6,1.1,32027,1004,14734,27.72,43390.80724,223166.1795,32865.83398,585900,116100,273600,591300,440100,,,,,,0
6,1.1,31924,962,11797,27.69,40558.85101,219198.0527,20175.66116,566100,138600,302400,621000,382500,,,,,,0
6,1.1,31924,962,11797,27.69,40558.85101,219198.0527,20175.66116,566100,138600,302400,621000,382500,,,,,,0
6,1.1,31924,962,11797,27.69,40558.85101,219198.0527,20175.66116,566100,138600,302400,621000,382500,,,,,,0
5.2,1.6,35765,508,727,27.69,61532.3953,2978.595881,425.2132211,1226700,525600,249300,10800,900,,,,,,0
6,1.1,31924,962,11797,27.69,40558.85101,219198.0527,20175.66116,566100,138600,302400,621000,382500,,,,,,0
6,1.1,31924,962,11797,27.69,40558.85101,219198.0527,20175.66116,566100,138600,302400,621000,382500,,,,,,0
6,1.1,31924,962,11797,27.69,40558.85101,219198.0527,20175.66116,566100,138600,302400,621000,382500,,,,,,0
6,1.1,31924,962,11797,27.69,40558.85101,219198.0527,20175.66116,566100,138600,302400,621000,382500,,,,,,0
6,1.1,31924,962,11797,27.69,40558.85101,219198.0527,20175.66116,566100,138600,302400,621000,382500,,,,,,0
6,1.1,31924,962,11797,27.69,40558.85101,219198.0527,20175.66116,566100,138600,302400,621000,382500,,,,,,0
6,1.1,31924,962,11797,27.69,40558.85101,219198.0527,20175.66116,566100,138600,302400,621000,382500,,,,,,0
6,1.1,31924,962,11797,27.69,40558.85101,219198.0527,20175.66116,566100,138600,302400,621000,382500,,,,,,0
6,1.1,31924,962,11797,27.69,40558.85101,219198.0527,20175.66116,566100,138600,302400,621000,382500,,,,,,0
1.2,1.6,28438,405,2094,27.59,39125.41212,96435.62058,11674.99478,488700,608400,419400,314100,174600,,,,,,0
8.6,1.4,28074,680,19794,27.58,63943.30279,216575.5008,52002.42884,46800,159300,576900,712800,516600,,,,,,0
8.6,1.4,28074,680,19747,27.58,63611.20391,218079.9755,52195.71859,36000,155700,578700,712800,523800,,,,,,0
8.6,1.4,28074,680,19794,27.58,63943.30279,216575.5008,52002.42884,46800,159300,576900,712800,516600,,,,,,0
8.6,1.4,28074,680,19747,27.58,63611.20391,218079.9755,52195.71859,36000,155700,578700,712800,523800,,,,,,0
8.6,1.4,28074,680,19794,27.58,63943.30279,216575.5008,52002.42884,46800,159300,576900,712800,516600,,,,,,0
8.6,1.4,28074,680,19794,27.58,63943.30279,216575.5008,52002.42884,46800,159300,576900,712800,516600,,,,,,0
8.6,1.4,28074,680,19794,27.58,63943.30279,216575.5008,52002.42884,46800,159300,576900,712800,516600,,,,,,0
8.6,1.4,28074,680,19794,27.58,63943.30279,216575.5008,52002.42884,46800,159300,576900,712800,516600,,,,,,0
5.2,1.6,35846,429,608,27.54,80590.5977,3703.454878,84.21895945,990000,719100,294300,9900,900,,,,,,0
5,1.4,27878,1682,3494,27.54,211638.043,140400.716,8692.692323,10800,142200,1006200,624600,228600,,,,,,0
6.4,1.3,30264,1012,13635,27.37,68743.63946,305632.1951,17895.09914,279000,121500,370800,745200,487800,,,,,,0
6.7,1.3,30202,1046,12512,27.34,74024.30616,306119.9459,8200.12113,271800,115200,395100,753300,478800,,,,,,0
8.1,1.6,29731,837,2023,27.33,67326.14376,55093.30803,14523.88231,18900,148500,456300,223200,154800,,,,,,0
8.1,1.6,29731,837,2023,27.33,67326.14376,55093.30803,14523.88231,18900,148500,456300,223200,154800,,,,,,1
8.1,1.6,29731,837,2023,27.33,67326.14376,55093.30803,14523.88231,18900,148500,456300,223200,154800,,,,,,0
8.1,1.6,29731,837,2023,27.33,67326.14376,55093.30803,14523.88231,18900,148500,456300,223200,154800,,,,,,1
8.1,1.6,29731,837,2023,27.33,67326.14376,55093.30803,14523.88231,18900,148500,456300,223200,154800,,,,,,0
8.1,1.6,29731,837,2023,27.33,67326.14376,55093.30803,14523.88231,18900,148500,456300,223200,154800,,,,,,1
8.1,1.6,29731,837,2023,27.33,67326.14376,55093.30803,14523.88231,18900,148500,456300,223200,154800,,,,,,0
8.1,1.6,29731,837,2023,27.33,67326.14376,55093.30803,14523.88231,18900,148500,456300,223200,154800,,,,,,1
4.8,1.4,29633,1383,3360,27.3,180519.916,140127.4871,21638.21877,17100,250200,780300,678600,287100,,,,,,0
8.8,1.4,28117,663,19760,27.27,60668.46316,203641.7117,52397.9048,24300,156600,566100,708300,554400,,,,,,0
8.2,1.4,28248,689,19648,27.27,69968.74422,210010.1294,40669.14029,162900,179100,585900,676800,408600,,,,,,0
7.8,1.4,28103,724,20045,27.27,72256.17391,217109.8593,38733.05598,163800,177300,591300,686700,396000,,,,,,0
8.8,1.4,28117,663,19760,27.27,60668.46316,203641.7117,52397.9048,24300,156600,566100,708300,554400,,,,,,0
8.2,1.4,28248,689,19648,27.27,69968.74422,210010.1294,40669.14029,162900,179100,585900,676800,408600,,,,,,0
7.8,1.4,28103,724,20045,27.27,72256.17391,217109.8593,38733.05598,163800,177300,591300,686700,396000,,,,,,0
7.8,1.4,28103,724,20045,27.27,72256.17391,217109.8593,38733.05598,163800,177300,591300,686700,396000,,,,,,0
8.8,1.4,28117,663,19760,27.27,60668.46316,203641.7117,52397.9048,24300,156600,566100,708300,554400,,,,,,0
8.2,1.4,28248,689,19648,27.27,69968.74422,210010.1294,40669.14029,162900,179100,585900,676800,408600,,,,,,0
7.8,1.4,28103,724,20045,27.27,72256.17391,217109.8593,38733.05598,163800,177300,591300,686700,396000,,,,,,0
8.2,1.4,28248,689,19648,27.27,69968.74422,210010.1294,40669.14029,162900,179100,585900,676800,408600,,,,,,0
7.8,1.4,28103,724,20045,27.27,72256.17391,217109.8593,38733.05598,163800,177300,591300,686700,396000,,,,,,0
8.2,1.4,28248,689,19648,27.27,69968.74422,210010.1294,40669.14029,162900,179100,585900,676800,408600,,,,,,0
8.2,1.4,28248,689,19648,27.27,69968.74422,210010.1294,40669.14029,162900,179100,585900,676800,408600,,,,,,0
8.2,1.4,28248,689,19648,27.27,69968.74422,210010.1294,40669.14029,162900,179100,585900,676800,408600,,,,,,0
8.8,1.4,28117,663,19760,27.27,60668.46316,203641.7117,52397.9048,24300,156600,566100,708300,554400,,,,,,0
8.2,1.4,28248,689,19648,27.27,69968.74422,210010.1294,40669.14029,162900,179100,585900,676800,408600,,,,,,0
7.8,1.4,28103,724,20045,27.27,72256.17391,217109.8593,38733.05598,163800,177300,591300,686700,396000,,,,,,0
8.7,1.4,27920,655,19914,27.25,57981.89266,216510.9914,58331.50388,14400,138600,537300,713700,605700,,,,,,0
5.6,1.6,35988,571,834,27.25,57787.28687,5146.381739,492.7219075,1176300,543600,256500,26100,11700,,,,,,0
8.7,1.4,27920,655,19914,27.25,57981.89266,216510.9914,58331.50388,14400,138600,537300,713700,605700,,,,,,0
8.7,1.4,27920,655,19914,27.25,57981.89266,216510.9914,58331.50388,14400,138600,537300,713700,605700,,,,,,0
8.7,1.4,27920,655,19914,27.25,57981.89266,216510.9914,58331.50388,14400,138600,537300,713700,605700,,,,,,0
1.2,1.6,28852,415,2106,27.17,39937.81433,95769.38279,5960.419939,531000,605700,407700,304200,157500,,,,,,1
8.9,1.4,28165,651,19835,27.08,60733.24319,223118.7249,54973.24214,14400,144900,546300,722700,583200,,,,,,0
8.9,1.4,28165,651,19835,27.08,60733.24319,223118.7249,54973.24214,14400,144900,546300,722700,583200,,,,,,0
8.9,1.4,28165,651,19835,27.08,60733.24319,223118.7249,54973.24214,14400,144900,546300,722700,583200,,,,,,0
8.9,1.4,28165,651,19835,27.08,60733.24319,223118.7249,54973.24214,14400,144900,546300,722700,583200,,,,,,0
8.9,1.4,28165,651,19835,27.08,60733.24319,223118.7249,54973.24214,14400,144900,546300,722700,583200,,,,,,0
